profile_idx,agent,true_type_A,true_type_B,honest_utility,max_lie_utility,best_lie_idx,regret,is_violation
0,A,0,0,14.74,14.74,0,0.0,False
1,A,0,1,14.32,14.46,1,0.14000000000000057,True
2,A,0,2,14.24,14.46,1,0.22000000000000064,True
3,A,0,3,14.58,14.72,2,0.14000000000000057,True
4,A,0,4,14.62,14.740000000000002,1,0.12000000000000277,True
5,A,0,5,14.54,14.740000000000002,1,0.20000000000000284,True
6,A,0,6,14.74,14.84,2,0.09999999999999964,True
7,A,0,7,14.719999999999999,14.84,1,0.120000000000001,True
8,A,0,8,14.66,14.84,1,0.17999999999999972,True
9,A,0,9,14.44,14.62,2,0.17999999999999972,True
10,A,0,10,14.539999999999997,14.620000000000001,1,0.08000000000000362,True
11,A,0,11,14.439999999999998,14.620000000000001,1,0.18000000000000327,True
12,A,0,12,14.74,14.84,2,0.09999999999999964,True
13,A,0,13,14.719999999999999,14.84,1,0.120000000000001,True
14,A,0,14,14.66,14.84,1,0.17999999999999972,True
15,A,0,15,14.44,14.62,2,0.17999999999999972,True
16,A,0,16,14.539999999999997,14.620000000000001,1,0.08000000000000362,True
17,A,0,17,14.439999999999998,14.620000000000001,1,0.18000000000000327,True
18,A,0,18,14.520000000000001,14.64,1,0.11999999999999922,True
19,A,0,19,14.559999999999997,14.719999999999999,1,0.16000000000000192,True
20,A,0,20,14.459999999999997,14.719999999999999,1,0.26000000000000156,True
21,A,0,21,14.66,14.8,2,0.14000000000000057,True
22,A,0,22,14.7,14.8,1,0.10000000000000142,True
23,A,0,23,14.62,14.8,1,0.1800000000000015,True
24,A,0,24,14.68,14.82,2,0.14000000000000057,True
25,A,0,25,14.54,14.64,1,0.10000000000000142,True
26,A,0,26,14.459999999999999,14.64,1,0.1800000000000015,True
27,A,0,27,14.76,14.92,2,0.16000000000000014,True
28,A,0,28,14.719999999999999,14.82,1,0.10000000000000142,True
29,A,0,29,14.639999999999999,14.82,1,0.1800000000000015,True
30,A,0,30,14.68,14.82,2,0.14000000000000057,True
31,A,0,31,14.54,14.64,1,0.10000000000000142,True
32,A,0,32,14.459999999999999,14.64,1,0.1800000000000015,True
33,A,0,33,14.76,14.92,2,0.16000000000000014,True
34,A,0,34,14.74,14.84,1,0.09999999999999964,True
35,A,0,35,14.66,14.84,1,0.17999999999999972,True
36,A,0,36,14.58,14.7,2,0.11999999999999922,True
37,A,0,37,14.639999999999999,14.76,1,0.120000000000001,True
38,A,0,38,14.519999999999998,14.76,1,0.240000000000002,True
39,A,0,39,14.64,14.78,2,0.1399999999999988,True
40,A,0,40,14.639999999999999,14.739999999999998,1,0.09999999999999964,True
41,A,0,41,14.54,14.739999999999998,1,0.1999999999999993,True
42,A,0,42,14.700000000000001,14.92,2,0.21999999999999886,True
43,A,0,43,14.54,14.64,1,0.10000000000000142,True
44,A,0,44,14.459999999999999,14.64,1,0.1800000000000015,True
45,A,0,45,14.74,14.879999999999999,2,0.1399999999999988,True
46,A,0,46,14.719999999999999,14.82,1,0.10000000000000142,True
47,A,0,47,14.639999999999999,14.82,1,0.1800000000000015,True
48,A,0,48,14.700000000000001,14.92,2,0.21999999999999886,True
49,A,0,49,14.54,14.64,1,0.10000000000000142,True
50,A,0,50,14.459999999999999,14.64,1,0.1800000000000015,True
51,A,0,51,14.74,14.879999999999999,2,0.1399999999999988,True
52,A,0,52,14.74,14.84,1,0.09999999999999964,True
53,A,0,53,14.66,14.84,1,0.17999999999999972,True
54,A,0,54,14.78,14.94,2,0.16000000000000014,True
55,A,0,55,14.639999999999999,14.76,1,0.120000000000001,True
56,A,0,56,14.559999999999999,14.76,1,0.20000000000000107,True
57,A,0,57,14.64,14.82,2,0.17999999999999972,True
58,A,0,58,14.679999999999998,14.760000000000002,1,0.08000000000000362,True
59,A,0,59,14.599999999999998,14.780000000000001,2,0.18000000000000327,True
60,A,0,60,14.44,14.6,2,0.16000000000000014,True
61,A,0,61,14.479999999999999,14.6,1,0.120000000000001,True
62,A,0,62,14.399999999999999,14.6,1,0.20000000000000107,True
63,A,0,63,14.44,14.6,2,0.16000000000000014,True
64,A,0,64,14.68,14.8,1,0.120000000000001,True
65,A,0,65,14.6,14.8,1,0.20000000000000107,True
66,A,0,66,14.44,14.6,2,0.16000000000000014,True
67,A,0,67,14.479999999999999,14.6,1,0.120000000000001,True
68,A,0,68,14.399999999999999,14.6,1,0.20000000000000107,True
69,A,0,69,14.44,14.6,2,0.16000000000000014,True
70,A,0,70,14.68,14.8,1,0.120000000000001,True
71,A,0,71,14.6,14.8,1,0.20000000000000107,True
72,A,0,72,14.58,14.7,2,0.11999999999999922,True
73,A,0,73,14.639999999999999,14.76,1,0.120000000000001,True
74,A,0,74,14.519999999999998,14.76,1,0.240000000000002,True
75,A,0,75,14.64,14.78,2,0.1399999999999988,True
76,A,0,76,14.639999999999999,14.739999999999998,1,0.09999999999999964,True
77,A,0,77,14.54,14.739999999999998,1,0.1999999999999993,True
78,A,0,78,14.700000000000001,14.92,2,0.21999999999999886,True
79,A,0,79,14.54,14.64,1,0.10000000000000142,True
80,A,0,80,14.459999999999999,14.64,1,0.1800000000000015,True
81,A,0,81,14.74,14.879999999999999,2,0.1399999999999988,True
82,A,0,82,14.719999999999999,14.82,1,0.10000000000000142,True
83,A,0,83,14.639999999999999,14.82,1,0.1800000000000015,True
84,A,0,84,14.700000000000001,14.92,2,0.21999999999999886,True
85,A,0,85,14.54,14.64,1,0.10000000000000142,True
86,A,0,86,14.459999999999999,14.64,1,0.1800000000000015,True
87,A,0,87,14.74,14.879999999999999,2,0.1399999999999988,True
88,A,0,88,14.74,14.84,1,0.09999999999999964,True
89,A,0,89,14.66,14.84,1,0.17999999999999972,True
90,A,0,90,14.78,14.94,2,0.16000000000000014,True
91,A,0,91,14.639999999999999,14.76,1,0.120000000000001,True
92,A,0,92,14.559999999999999,14.76,1,0.20000000000000107,True
93,A,0,93,14.64,14.82,2,0.17999999999999972,True
94,A,0,94,14.679999999999998,14.760000000000002,1,0.08000000000000362,True
95,A,0,95,14.599999999999998,14.780000000000001,2,0.18000000000000327,True
96,A,0,96,14.44,14.6,2,0.16000000000000014,True
97,A,0,97,14.479999999999999,14.6,1,0.120000000000001,True
98,A,0,98,14.399999999999999,14.6,1,0.20000000000000107,True
99,A,0,99,14.44,14.6,2,0.16000000000000014,True
100,A,0,100,14.68,14.8,1,0.120000000000001,True
101,A,0,101,14.6,14.8,1,0.20000000000000107,True
102,A,0,102,14.44,14.6,2,0.16000000000000014,True
103,A,0,103,14.479999999999999,14.6,1,0.120000000000001,True
104,A,0,104,14.399999999999999,14.6,1,0.20000000000000107,True
105,A,0,105,14.44,14.6,2,0.16000000000000014,True
106,A,0,106,14.68,14.8,1,0.120000000000001,True
107,A,0,107,14.6,14.8,1,0.20000000000000107,True
108,A,1,0,146.20000000000002,146.68,0,0.47999999999998977,True
109,A,1,1,144.60000000000002,144.60000000000002,1,0.0,False
110,A,1,2,144.60000000000002,144.60000000000002,1,0.0,False
111,A,1,3,146.8,146.8,1,0.0,False
112,A,1,4,147.4,147.4,1,0.0,False
113,A,1,5,147.4,147.4,1,0.0,False
114,A,1,6,148.20000000000002,148.20000000000002,1,0.0,False
115,A,1,7,148.4,148.4,1,0.0,False
116,A,1,8,148.4,148.4,1,0.0,False
117,A,1,9,145.8,145.8,1,0.0,False
118,A,1,10,146.20000000000002,146.20000000000002,1,0.0,False
119,A,1,11,146.20000000000002,146.20000000000002,1,0.0,False
120,A,1,12,148.20000000000002,148.20000000000002,1,0.0,False
121,A,1,13,148.4,148.4,1,0.0,False
122,A,1,14,148.4,148.4,1,0.0,False
123,A,1,15,145.8,145.8,1,0.0,False
124,A,1,16,146.20000000000002,146.20000000000002,1,0.0,False
125,A,1,17,146.20000000000002,146.20000000000002,1,0.0,False
126,A,1,18,146.4,146.4,1,0.0,False
127,A,1,19,147.20000000000002,147.20000000000002,1,0.0,False
128,A,1,20,147.20000000000002,147.20000000000002,1,0.0,False
129,A,1,21,147.8,147.8,1,0.0,False
130,A,1,22,148.0,148.0,1,0.0,False
131,A,1,23,148.0,148.0,1,0.0,False
132,A,1,24,148.0,148.0,1,0.0,False
133,A,1,25,146.4,146.4,1,0.0,False
134,A,1,26,146.4,146.4,1,0.0,False
135,A,1,27,149.0,149.0,1,0.0,False
136,A,1,28,148.2,148.2,1,0.0,False
137,A,1,29,148.2,148.2,1,0.0,False
138,A,1,30,148.0,148.0,1,0.0,False
139,A,1,31,146.4,146.4,1,0.0,False
