profile_idx,agent,true_type_A,true_type_B,honest_utility,max_lie_utility,best_lie_idx,regret,is_violation
0,A,0,0,3.4400000000000004,3.4400000000000004,0,0.0,False
1,A,0,1,3.4400000000000004,3.4400000000000004,0,0.0,False
2,A,0,2,3.4400000000000004,3.4400000000000004,0,0.0,False
3,A,0,3,3.4400000000000004,3.4400000000000004,0,0.0,False
4,A,0,4,3.4400000000000004,3.4400000000000004,0,0.0,False
5,A,0,5,3.4400000000000004,3.4400000000000004,0,0.0,False
6,A,0,6,3.4400000000000004,3.4400000000000004,0,0.0,False
7,A,0,7,3.4400000000000004,3.4400000000000004,0,0.0,False
8,A,0,8,3.4400000000000004,3.4400000000000004,0,0.0,False
9,A,0,9,3.4400000000000004,3.4400000000000004,0,0.0,False
10,A,0,10,3.4400000000000004,3.4400000000000004,0,0.0,False
11,A,0,11,3.4400000000000004,3.4400000000000004,0,0.0,False
12,A,0,12,3.4400000000000004,3.4400000000000004,0,0.0,False
13,A,0,13,3.4400000000000004,3.4400000000000004,0,0.0,False
14,A,0,14,3.4400000000000004,3.4400000000000004,0,0.0,False
15,A,0,15,3.4400000000000004,3.4400000000000004,0,0.0,False
16,A,0,16,3.4400000000000004,3.4400000000000004,0,0.0,False
17,A,0,17,3.4400000000000004,3.4400000000000004,0,0.0,False
18,A,0,18,3.4400000000000004,3.4400000000000004,0,0.0,False
19,A,0,19,3.4400000000000004,3.4400000000000004,0,0.0,False
20,A,0,20,3.4400000000000004,3.4400000000000004,0,0.0,False
21,A,0,21,3.4400000000000004,3.4400000000000004,0,0.0,False
22,A,0,22,3.4400000000000004,3.4400000000000004,0,0.0,False
23,A,0,23,3.4400000000000004,3.4400000000000004,0,0.0,False
24,A,0,24,3.4400000000000004,3.4400000000000004,0,0.0,False
25,A,0,25,3.4400000000000004,3.4400000000000004,0,0.0,False
26,A,0,26,3.4400000000000004,3.4400000000000004,0,0.0,False
27,A,0,27,3.4400000000000004,3.4400000000000004,0,0.0,False
28,A,0,28,3.4400000000000004,3.4400000000000004,0,0.0,False
29,A,0,29,3.4400000000000004,3.4400000000000004,0,0.0,False
30,A,0,30,3.4400000000000004,3.4400000000000004,0,0.0,False
31,A,0,31,3.4400000000000004,3.4400000000000004,0,0.0,False
32,A,0,32,3.4400000000000004,3.4400000000000004,0,0.0,False
33,A,0,33,3.4400000000000004,3.4400000000000004,0,0.0,False
34,A,0,34,3.4400000000000004,3.4400000000000004,0,0.0,False
35,A,0,35,3.4400000000000004,3.4400000000000004,0,0.0,False
36,A,0,36,3.4400000000000004,3.4400000000000004,0,0.0,False
37,A,0,37,3.4400000000000004,3.4400000000000004,0,0.0,False
38,A,0,38,3.4400000000000004,3.4400000000000004,0,0.0,False
39,A,0,39,3.4400000000000004,3.4400000000000004,0,0.0,False
40,A,0,40,3.4400000000000004,3.4400000000000004,0,0.0,False
41,A,0,41,3.4400000000000004,3.4400000000000004,0,0.0,False
42,A,0,42,3.4400000000000004,3.4400000000000004,0,0.0,False
43,A,0,43,3.4400000000000004,3.4400000000000004,0,0.0,False
44,A,0,44,3.4400000000000004,3.4400000000000004,0,0.0,False
45,A,0,45,3.4400000000000004,3.4400000000000004,0,0.0,False
46,A,0,46,3.4400000000000004,3.4400000000000004,0,0.0,False
47,A,0,47,3.4400000000000004,3.4400000000000004,0,0.0,False
48,A,0,48,3.4400000000000004,3.4400000000000004,0,0.0,False
49,A,0,49,3.4400000000000004,3.4400000000000004,0,0.0,False
50,A,0,50,3.4400000000000004,3.4400000000000004,0,0.0,False
51,A,0,51,3.4400000000000004,3.4400000000000004,0,0.0,False
52,A,0,52,3.4400000000000004,3.4400000000000004,0,0.0,False
53,A,0,53,3.4400000000000004,3.4400000000000004,0,0.0,False
54,A,0,54,3.4400000000000004,3.4400000000000004,0,0.0,False
55,A,0,55,3.4400000000000004,3.4400000000000004,0,0.0,False
56,A,0,56,3.4400000000000004,3.4400000000000004,0,0.0,False
57,A,0,57,3.4400000000000004,3.4400000000000004,0,0.0,False
58,A,0,58,3.4400000000000004,3.4400000000000004,0,0.0,False
59,A,0,59,3.4400000000000004,3.4400000000000004,0,0.0,False
60,A,0,60,3.4400000000000004,3.4400000000000004,0,0.0,False
61,A,0,61,3.4400000000000004,3.4400000000000004,0,0.0,False
62,A,0,62,3.4400000000000004,3.4400000000000004,0,0.0,False
63,A,0,63,3.4400000000000004,3.4400000000000004,0,0.0,False
64,A,0,64,3.4400000000000004,3.4400000000000004,0,0.0,False
65,A,0,65,3.4400000000000004,3.4400000000000004,0,0.0,False
66,A,0,66,3.4400000000000004,3.4400000000000004,0,0.0,False
67,A,0,67,3.4400000000000004,3.4400000000000004,0,0.0,False
68,A,0,68,3.4400000000000004,3.4400000000000004,0,0.0,False
69,A,0,69,3.4400000000000004,3.4400000000000004,0,0.0,False
70,A,0,70,3.4400000000000004,3.4400000000000004,0,0.0,False
71,A,0,71,3.4400000000000004,3.4400000000000004,0,0.0,False
72,A,0,72,3.4400000000000004,3.4400000000000004,0,0.0,False
73,A,0,73,3.4400000000000004,3.4400000000000004,0,0.0,False
74,A,0,74,3.4400000000000004,3.4400000000000004,0,0.0,False
75,A,0,75,3.4400000000000004,3.4400000000000004,0,0.0,False
76,A,0,76,3.4400000000000004,3.4400000000000004,0,0.0,False
77,A,0,77,3.4400000000000004,3.4400000000000004,0,0.0,False
78,A,0,78,3.4400000000000004,3.4400000000000004,0,0.0,False
79,A,0,79,3.4400000000000004,3.4400000000000004,0,0.0,False
80,A,0,80,3.4400000000000004,3.4400000000000004,0,0.0,False
81,A,0,81,3.4400000000000004,3.4400000000000004,0,0.0,False
82,A,0,82,3.4400000000000004,3.4400000000000004,0,0.0,False
83,A,0,83,3.4400000000000004,3.4400000000000004,0,0.0,False
84,A,0,84,3.4400000000000004,3.4400000000000004,0,0.0,False
85,A,0,85,3.4400000000000004,3.4400000000000004,0,0.0,False
86,A,0,86,3.4400000000000004,3.4400000000000004,0,0.0,False
87,A,0,87,3.4400000000000004,3.4400000000000004,0,0.0,False
88,A,0,88,3.4400000000000004,3.4400000000000004,0,0.0,False
89,A,0,89,3.4400000000000004,3.4400000000000004,0,0.0,False
90,A,0,90,3.4400000000000004,3.4400000000000004,0,0.0,False
91,A,0,91,3.4400000000000004,3.4400000000000004,0,0.0,False
92,A,0,92,3.4400000000000004,3.4400000000000004,0,0.0,False
93,A,0,93,3.4400000000000004,3.4400000000000004,0,0.0,False
94,A,0,94,3.4400000000000004,3.4400000000000004,0,0.0,False
95,A,0,95,3.4400000000000004,3.4400000000000004,0,0.0,False
96,A,0,96,3.4400000000000004,3.4400000000000004,0,0.0,False
97,A,0,97,3.4400000000000004,3.4400000000000004,0,0.0,False
98,A,0,98,3.4400000000000004,3.4400000000000004,0,0.0,False
99,A,0,99,3.4400000000000004,3.4400000000000004,0,0.0,False
100,A,0,100,3.4400000000000004,3.4400000000000004,0,0.0,False
101,A,0,101,3.4400000000000004,3.4400000000000004,0,0.0,False
102,A,0,102,3.4400000000000004,3.4400000000000004,0,0.0,False
103,A,0,103,3.4400000000000004,3.4400000000000004,0,0.0,False
104,A,0,104,3.4400000000000004,3.4400000000000004,0,0.0,False
105,A,0,105,3.4400000000000004,3.4400000000000004,0,0.0,False
106,A,0,106,3.4400000000000004,3.4400000000000004,0,0.0,False
107,A,0,107,3.4400000000000004,3.4400000000000004,0,0.0,False
108,A,1,0,28.64,28.64,0,0.0,False
109,A,1,1,28.64,28.64,0,0.0,False
110,A,1,2,28.64,28.64,0,0.0,False
111,A,1,3,28.64,28.64,0,0.0,False
112,A,1,4,28.64,28.64,0,0.0,False
113,A,1,5,28.64,28.64,0,0.0,False
114,A,1,6,28.64,28.64,0,0.0,False
115,A,1,7,28.64,28.64,0,0.0,False
116,A,1,8,28.64,28.64,0,0.0,False
117,A,1,9,28.64,28.64,0,0.0,False
118,A,1,10,28.64,28.64,0,0.0,False
119,A,1,11,28.64,28.64,0,0.0,False
120,A,1,12,28.64,28.64,0,0.0,False
121,A,1,13,28.64,28.64,0,0.0,False
122,A,1,14,28.64,28.64,0,0.0,False
123,A,1,15,28.64,28.64,0,0.0,False
124,A,1,16,28.64,28.64,0,0.0,False
125,A,1,17,28.64,28.64,0,0.0,False
126,A,1,18,28.64,28.64,0,0.0,False
127,A,1,19,28.64,28.64,0,0.0,False
128,A,1,20,28.64,28.64,0,0.0,False
129,A,1,21,28.64,28.64,0,0.0,False
130,A,1,22,28.64,28.64,0,0.0,False
131,A,1,23,28.64,28.64,0,0.0,False
132,A,1,24,28.64,28.64,0,0.0,False
133,A,1,25,28.64,28.64,0,0.0,False
134,A,1,26,28.64,28.64,0,0.0,False
135,A,1,27,28.64,28.64,0,0.0,False
136,A,1,28,28.64,28.64,0,0.0,False
137,A,1,29,28.64,28.64,0,0.0,False
138,A,1,30,28.64,28.64,0,0.0,False
139,A,1,31,28.64,28.64,0,0.0,False
140,A,1,32,28.64,28.64,0,0.0,False
141,A,1,33,28.64,28.64,0,0.0,False
142,A,1,34,28.64,28.64,0,0.0,False
143,A,1,35,28.64,28.64,0,0.0,False
144,A,1,36,28.64,28.64,0,0.0,False
145,A,1,37,28.64,28.64,0,0.0,False
146,A,1,38,28.64,28.64,0,0.0,False
147,A,1,39,28.64,28.64,0,0.0,False
148,A,1,40,28.64,28.64,0,0.0,False
149,A,1,41,28.64,28.64,0,0.0,False
150,A,1,42,28.64,28.64,0,0.0,False
151,A,1,43,28.64,28.64,0,0.0,False
152,A,1,44,28.64,28.64,0,0.0,False
153,A,1,45,28.64,28.64,0,0.0,False
154,A,1,46,28.64,28.64,0,0.0,False
155,A,1,47,28.64,28.64,0,0.0,False
156,A,1,48,28.64,28.64,0,0.0,False
157,A,1,49,28.64,28.64,0,0.0,False
158,A,1,50,28.64,28.64,0,0.0,False
159,A,1,51,28.64,28.64,0,0.0,False
160,A,1,52,28.64,28.64,0,0.0,False
161,A,1,53,28.64,28.64,0,0.0,False
162,A,1,54,28.64,28.64,0,0.0,False
163,A,1,55,28.64,28.64,0,0.0,False
164,A,1,56,28.64,28.64,0,0.0,False
165,A,1,57,28.64,28.64,0,0.0,False
166,A,1,58,28.64,28.64,0,0.0,False
167,A,1,59,28.64,28.64,0,0.0,False
168,A,1,60,28.64,28.64,0,0.0,False
169,A,1,61,28.64,28.64,0,0.0,False
170,A,1,62,28.64,28.64,0,0.0,False
171,A,1,63,28.64,28.64,0,0.0,False
172,A,1,64,28.64,28.64,0,0.0,False
173,A,1,65,28.64,28.64,0,0.0,False
174,A,1,66,28.64,28.64,0,0.0,False
175,A,1,67,28.64,28.64,0,0.0,False
176,A,1,68,28.64,28.64,0,0.0,False
177,A,1,69,28.64,28.64,0,0.0,False
178,A,1,70,28.64,28.64,0,0.0,False
179,A,1,71,28.64,28.64,0,0.0,False
180,A,1,72,28.64,28.64,0,0.0,False
181,A,1,73,28.64,28.64,0,0.0,False
182,A,1,74,28.64,28.64,0,0.0,False
183,A,1,75,28.64,28.64,0,0.0,False
184,A,1,76,28.64,28.64,0,0.0,False
185,A,1,77,28.64,28.64,0,0.0,False
186,A,1,78,28.64,28.64,0,0.0,False
187,A,1,79,28.64,28.64,0,0.0,False
188,A,1,80,28.64,28.64,0,0.0,False
189,A,1,81,28.64,28.64,0,0.0,False
190,A,1,82,28.64,28.64,0,0.0,False
191,A,1,83,28.64,28.64,0,0.0,False
192,A,1,84,28.64,28.64,0,0.0,False
193,A,1,85,28.64,28.64,0,0.0,False
194,A,1,86,28.64,28.64,0,0.0,False
195,A,1,87,28.64,28.64,0,0.0,False
196,A,1,88,28.64,28.64,0,0.0,False
197,A,1,89,28.64,28.64,0,0.0,False
198,A,1,90,28.64,28.64,0,0.0,False
199,A,1,91,28.64,28.64,0,0.0,False
200,A,1,92,28.64,28.64,0,0.0,False
201,A,1,93,28.64,28.64,0,0.0,False
202,A,1,94,28.64,28.64,0,0.0,False
203,A,1,95,28.64,28.64,0,0.0,False
204,A,1,96,28.64,28.64,0,0.0,False
205,A,1,97,28.64,28.64,0,0.0,False
206,A,1,98,28.64,28.64,0,0.0,False
207,A,1,99,28.64,28.64,0,0.0,False
208,A,1,100,28.64,28.64,0,0.0,False
209,A,1,101,28.64,28.64,0,0.0,False
210,A,1,102,28.64,28.64,0,0.0,False
211,A,1,103,28.64,28.64,0,0.0,False
212,A,1,104,28.64,28.64,0,0.0,False
213,A,1,105,28.64,28.64,0,0.0,False
214,A,1,106,28.64,28.64,0,0.0,False
215,A,1,107,28.64,28.64,0,0.0,False
216,A,2,0,28.64,28.64,0,0.0,False
217,A,2,1,28.64,28.64,0,0.0,False
218,A,2,2,28.64,28.64,0,0.0,False
219,A,2,3,28.64,28.64,0,0.0,False
220,A,2,4,28.64,28.64,0,0.0,False
221,A,2,5,28.64,28.64,0,0.0,False
222,A,2,6,28.64,28.64,0,0.0,False
223,A,2,7,28.64,28.64,0,0.0,False
224,A,2,8,28.64,28.64,0,0.0,False
225,A,2,9,28.64,28.64,0,0.0,False
226,A,2,10,28.64,28.64,0,0.0,False
227,A,2,11,28.64,28.64,0,0.0,False
228,A,2,12,28.64,28.64,0,0.0,False
229,A,2,13,28.64,28.64,0,0.0,False
230,A,2,14,28.64,28.64,0,0.0,False
231,A,2,15,28.64,28.64,0,0.0,False
232,A,2,16,28.64,28.64,0,0.0,False
233,A,2,17,28.64,28.64,0,0.0,False
234,A,2,18,28.64,28.64,0,0.0,False
235,A,2,19,28.64,28.64,0,0.0,False
236,A,2,20,28.64,28.64,0,0.0,False
237,A,2,21,28.64,28.64,0,0.0,False
238,A,2,22,28.64,28.64,0,0.0,False
239,A,2,23,28.64,28.64,0,0.0,False
240,A,2,24,28.64,28.64,0,0.0,False
241,A,2,25,28.64,28.64,0,0.0,False
242,A,2,26,28.64,28.64,0,0.0,False
243,A,2,27,28.64,28.64,0,0.0,False
244,A,2,28,28.64,28.64,0,0.0,False
245,A,2,29,28.64,28.64,0,0.0,False
246,A,2,30,28.64,28.64,0,0.0,False
247,A,2,31,28.64,28.64,0,0.0,False
248,A,2,32,28.64,28.64,0,0.0,False
249,A,2,33,28.64,28.64,0,0.0,False
250,A,2,34,28.64,28.64,0,0.0,False
251,A,2,35,28.64,28.64,0,0.0,False
252,A,2,36,28.64,28.64,0,0.0,False
253,A,2,37,28.64,28.64,0,0.0,False
254,A,2,38,28.64,28.64,0,0.0,False
255,A,2,39,28.64,28.64,0,0.0,False
